id_distribucion;Id_oc;EMPRESA;CORREO;Fecha recepción correo;PROVEEDOR;Encargado Directo;CC;Categoria;Año;Mes;Cantidad;BASE;Base Total;Observacion;ESTADO;SOUL;FECHA DE CREACIÓN;Archivo;ITEM;EMPRESA_CC;Ciudad;Gerente cuentas;Gerente Operación;Jefe de operación;Cordinador;Site;id_campaña;cc_cont
;;;;;INFOBIP;;CAMPAÑAS MASIVAS;VLNMonthlyFee;2024;11;;;10909;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;VLNMonthlyFee;;;;;;;;100;21001
;;;;;INFOBIP;;CAMPAÑAS MASIVAS;Detección de casilla de voz;2024;11;;;10914,666;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;Detección de casilla de voz;;;;;;;;100;21001
;;;;;INFOBIP;;DIRECTV COBRANZA;SMS;2024;11;;;206223,7;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;SMS;;;;;;;;1798;21308
;;;;;INFOBIP;;EXPERIAN - COBRANZA;Detección de casilla de voz;2024;11;;;10933,41525;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;Detección de casilla de voz;;;;;;;;112;21501
;;;;;INFOBIP;;EXPERIAN - COBRANZA;IVR;2024;11;;;12588,25;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;IVR;;;;;;;;112;21501
;;;;;INFOBIP;;MOVISTAR - HISPAM;Email;2024;11;;;214076,75;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;Email;;;;;;;;895;21912
;;;;;INFOBIP;;MOVISTAR - HISPAM;Email;2024;11;;;165642,5;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;Email;;;;;;;;895;21912
;;;;;INFOBIP;;NATURA - COBRANZAS;Email;2024;11;;;17712,29243;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;Email;;;;;;;;130;22401
;;;;;INFOBIP;;NATURA - COBRANZAS;IVR;2024;11;;;11508,75;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;IVR;;;;;;;;130;22401
;;;;;INFOBIP;;NATURA - COBRANZAS;SMS;2024;11;;;1217208;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;SMS;;;;;;;;130;22401
;;;;;INFOBIP;;NATURA - COBRANZAS;Validación de correo electrónico;2024;11;;;47080,5;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;Validación de correo electrónico;;;;;;;;130;22401
;;;;;INFOBIP;;PASH (PATPRIMO) -COBRANZA;Email;2024;11;;;188559,5;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;Email;;;;;;;;132;22701
;;;;;INFOBIP;;PASH (PATPRIMO) -COBRANZA;SMS;2024;11;;;5348144,83;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;SMS;;;;;;;;132;22701
;;;;;INFOBIP;;TUYA - COBRANZA ITAGÜI;Email;2024;11;;;25222,25;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;Email;;;;;;;;136;23201
;;;;;INFOBIP;;TUYA - COBRANZA ITAGÜI;IVR;2024;11;;;3318243,5;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;IVR;;;;;;;;136;23201
;;;;;INFOBIP;;TUYA - COBRANZA ITAGÜI;SMS;2024;11;;;26152,15;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;SMS;;;;;;;;136;23201
;;;;;INFOBIP;;TUYA - COBRANZA ITAGÜI;Detección de casilla de voz;2024;11;;;14062,79007;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;Detección de casilla de voz;;;;;;;;136;23201
;;;;;INFOBIP;;PROGRESA - COBRANZA;SMS;2024;11;;;76217,15;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;SMS;;;;;;;;142;23701
;;;;;INFOBIP;;WOM - COBRANZA;Email;2024;11;;;3219445,25;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;Email;;;;;;;;278;25303
;;;;;INFOBIP;;WOM - COBRANZA;SMS;2024;11;;;208766,85;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;SMS;;;;;;;;278;25303
;;;;;INFOBIP;;BANCAMIA - COBRANZA;SMS;2024;11;;;21225,45;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;SMS;;;;;;;;271;25401
;;;;;INFOBIP;;MONTECHELO;SMS;2024;11;;;11648,5;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;SMS;;;;;;;;314;50201
;;;;;KRONOS;;CLARO MIGRACION BQ;SMS;2024;11;;;3057489,634;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Diego Morales;Diana Duque;1;863;521
;;;;;KRONOS;;TMK PYMES IN;SMS;2024;11;;;34814206,9;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;SMS;;;;;;;;20;7600
;;;;;KRONOS;;AIR-E S.A;SMS;2024;11;;;4540438,617;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;SMS;;;;;;;;272;9896
;;;;;KRONOS;;CLARO - HOGAR VENTAS ITAGÜI - CS;SMS;2024;11;;;21552701,55;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;SMS;;;;;;;;139;20202
;;;;;KRONOS;;BANCO SERFINANZA UNIFICADO ;SMS;2024;11;;;277732,618;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;SMS;;;;;;;;;
;;;;;KRONOS;;CARTERAS PROPIAS - BOGOTA;SMS;2024;11;;;1539028,59;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;SMS;;;;;;;;855;20822
;;;;;KRONOS;;PASH (PATPRIMO) -COBRANZA;SMS;2024;11;;;196379,7093;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;SMS;;;;;;;;132;22701
;;;;;KRONOS;;TUYA - COBRANZA ITAGÜI;SMS;2024;11;;;775167,3;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;SMS;;;;;;;;136;23201
;;;;;KRONOS;;WOM - COBRANZA;SMS;2024;11;;;11868171;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;SMS;;;;;;;;278;25303
;;;;;SOLATI;;TUYA - COBRANZA ITAGÜI;Licencias;2024;11;;;3836114;;;;;Proyección de omnicanalidad Noviembre 2024_2.xlsx;Licencias;;;;;;;;136;23201
1;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;ADRIANA_TOVAR;COS;SMS;2024;11;18172;1,9;34526,8;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;225;7328
2;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;ALTIPAL SAS MASIVOS;CAMPAÑAS MASIVAS;SMS;2024;11;85927;1,9;163261,3;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;100;21001
3;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;ANDRES_CRUZ;BANCO SERFINANZA - CARTERA;SMS;2024;11;401294;1,9;762458,6;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;96;20601
4;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;ANDRES_CRUZ;BANCO SERFINANZA - CASTIGO;Email;2024;11;15978;0,75;11983,5;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Email;;;;;;;;97;20602
5;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;ANDRES_CRUZ;BANCO SERFINANZA - CASTIGO;SMS;2024;11;180042;1,9;342079,8;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;97;20602
6;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;AURORA_VEGA;CARTERAS PROPIAS - ITAGÜI;Email;2024;11;299353;0,75;224514,75;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Email;;;;;;;;856;20823
7;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;AURORA_VEGA;CARTERAS PROPIAS - ITAGÜI;Validación de correo electrónico;2024;11;26043;2,5;65107,5;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Validación de correo electrónico;;;;;;;;856;20823
8;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;CAMPAÑAS MASIVAS;CAMPAÑAS MASIVAS;Email;2024;11;2465;0,75;1848,75;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Email;;;;;;;;100;21001
9;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;CAMPAÑAS MASIVAS;CAMPAÑAS MASIVAS;SMS;2024;11;26;1,9;49,4;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;100;21001
10;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;COS;TRANSVERSALES LS;SMS;2024;11;393;1,9;746,7;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;;
11;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;COS;TRANSVERSALES LR COS;IVR;2024;11;41793;0,5;20896,5;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;IVR;;;;;;;;;
12;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;COS;TRANSVERSALES LR COS;SMS;2024;11;136406;1,9;259171,4;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;;
13;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;DELTA CREDIT;CAMPAÑAS MASIVAS;SMS;2024;11;135;1,9;256,5;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;100;21001
14;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;ESTEBAN_GOMEZ;CLARO - HOGAR VENTAS BOGOTA - CS;SMS;2024;11;830341;1,9;1577647,9;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;144;20203
15;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;ESTEBAN_GOMEZ;CLARO - MOVIL VENTAS BOGOTA - CS;Detección de casilla de voz;2024;11;1549928;0,16666;258311,0005;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Detección de casilla de voz;;;;;;;;181;20205
16;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;ESTEBAN_GOMEZ;CLARO - MOVIL VENTAS BOGOTA - CS;IVR;2024;11;12945640;0,5;6472820;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;IVR;;;;;;;;181;20205
17;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;ESTEBAN_GOMEZ;CLARO - MOVIL VENTAS BOGOTA - CS;SMS;2024;11;11604284;1,9;22048139,6;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;181;20205
18;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;GINA_NIÑO;GMF - BACK OFFICE;Email;2024;11;8167;0,75;6125,25;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Email;;;;;;;;118;20301
19;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;GINA_NIÑO;GMF - BACK OFFICE;IVR;2024;11;94749;0,5;47374,5;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;IVR;;;;;;;;118;20301
20;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;GINA_NIÑO;GMF - BACK OFFICE;SMS;2024;11;95557;1,9;181558,3;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;118;20301
21;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;GINA_NIÑO;GMF - COBRANZA;Email;2024;11;12860;0,75;9645;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Email;;;;;;;;119;20302
22;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;GINA_NIÑO;GMF - COBRANZA;SMS;2024;11;45644;1,9;86723,6;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;119;20302
23;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;IVAN_PINZON;CLARO - COBRANZA;Email;2024;11;291978;0,75;218983,5;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Email;;;;;;;;102;20201
24;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;IVAN_PINZON;CLARO - COBRANZA;SMS;2024;11;60406;1,9;114771,4;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;102;20201
25;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;JENNIFER_PIDEDA;TRANSVERSALES LR COS;SMS;2024;11;11579;1,9;22000,1;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;;
26;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA;AIRE - COBRANZA;SMS;2024;11;163088;1,9;309867,2;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;280;9892
27;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA;BANCO POPULAR - TRADICIONAL;Email;2024;11;35457;0,75;26592,75;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Email;;;;;;;;95;20702
28;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA;BANCO POPULAR - TRADICIONAL;IVR;2024;11;15;0,5;7,5;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;IVR;;;;;;;;95;20702
29;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA;BANCO POPULAR - TRADICIONAL;SMS;2024;11;4;1,9;7,6;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;95;20702
30;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA;WOM - COBRANZA;Email;2024;11;3268738;0,75;2451553,5;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Email;;;;;;;;278;25303
31;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA;WOM - COBRANZA;SMS;2024;11;2;1,9;3,8;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;278;25303
32;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA_2;CAMPAÑAS MASIVAS;SMS;2024;11;204569;1,9;388681,1;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;100;21001
33;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA_2;CAMPAÑAS MASIVAS;Email;2024;11;35032;0,75;26274;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Email;;;;;;;;100;21001
34;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA_2;CAMPAÑAS MASIVAS;Email - Dedicated IP Address;2024;11;1;157779;157779;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Email;;;;;;;;100;21001
35;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA_2;CAMPAÑAS MASIVAS;IVR;2024;11;141746;0,5;70873;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;IVR;;;;;;;;100;21001
36;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA_2;CAMPAÑAS MASIVAS;SMS;2024;11;1889423;1,9;3589903,7;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;100;21001
37;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA_2;CAMPAÑAS MASIVAS;Validación de correo electrónico;2024;11;16048;2,5;40120;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Validación de correo electrónico;;;;;;;;100;21001
38;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA_2;CAMPAÑAS MASIVAS;VLNMonthlyFee;2024;11;1;11;11;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;VLNMonthlyFee;;;;;;;;100;21001
39;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA_2;CAMPAÑAS MASIVAS;SMS;2024;11;969;1,9;1841,1;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;100;21001
40;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA_2;CAMPAÑAS MASIVAS;SMS;2024;11;1373;1,9;2608,7;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;100;21001
41;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA_2;TRANSVERSALES LR COS;SMS;2024;11;40002;1,9;76003,8;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;;
42;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA_2;CAMPAÑAS MASIVAS;SMS;2024;11;374;1,9;710,6;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;100;21001
43;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA_2;CAMPAÑAS MASIVAS;Detección de casilla de voz;2024;11;18;0,16666;2,99988;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Detección de casilla de voz;;;;;;;;100;21001
44;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA_2;CAMPAÑAS MASIVAS;IVR;2024;11;4606;0,5;2303;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;IVR;;;;;;;;100;21001
45;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA_2;CAMPAÑAS MASIVAS;SMS;2024;11;4138;1,9;7862,2;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;100;21001
46;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;OSCAR_TRIANA_2;CAMPAÑAS MASIVAS;SMS;2024;11;115;1,9;218,5;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;100;21001
47;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;PEDRO_FRANCO;CAMPAÑAS MASIVAS;SMS;2024;11;3690;1,9;7011;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;100;21001
48;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;PEDRO_FRANCO;TUYA - COBRANZA ITAGÜI;Detección de casilla de voz;2024;11;6268;0,16666;1044,62488;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Detección de casilla de voz;;;;;;;;136;23201
49;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;PEDRO_FRANCO;TUYA - COBRANZA ITAGÜI;Email;2024;11;6782;0,75;5086,5;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Email;;;;;;;;136;23201
50;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;PEDRO_FRANCO;TUYA - COBRANZA ITAGÜI;IVR;2024;11;3247044;0,5;1623522;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;IVR;;;;;;;;136;23201
51;1;;RV: Reporte Financiero noviembre;2024-12-03 00:00:00;INFOBIP;PEDRO_FRANCO;TUYA - COBRANZA ITAGÜI;SMS;2024;11;8;1,9;15,2;;;SMS - INFOBIP - NOBIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;SMS;;;;;;;;136;23201
52;2;;RV: FACTURA LICENCIA ADMINFO CONTACTO SOLUTIONS- CORTE NOVIEMBRE 2024 ;2024-12-19 00:00:00;ADEINCO;;PROGRESER-ITAGUI;LICENCIAS ;2024;11;15;115042;1725630;;;ADEINCO - LICENCIAS - NOVIEMBRE;19/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;LICENCIAS ;COS;BOGOTA;Felipe Santrich;;Hellen Moreno;;1;323;514
53;3;;RV: Recargas Campañas Movil Contacto Noviembre 2024;2024-12-06 00:00:00;INDURREF;;CLARO - MOVIL VENTAS BOGOTA - CS;Recargas;2024;11;1530;5000;7650000;;;RECARGAS - INDUREFF - NOVIEMBRE;10/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Recargas;;;;;;;;181;20205
54;4;;RV: Recargas Campañas Movil Contacto Noviembre 2025;2024-12-06 00:00:00;INDURREF;;CLARO - MOVIL VENTAS ITAGÜI - CS;Recargas;2024;11;505;5000;2525000;;;RECARGAS - INDUREFF - NOVIEMBRE;10/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Recargas;;;;;;;;182;20206
55;5;;RV: Recargas Campañas Movil Contacto Noviembre 2026;2024-12-06 00:00:00;INDURREF;;CLARO MIGRACION BQ;Recargas;2024;11;248;5000;1240000;;;RECARGAS - INDUREFF - NOVIEMBRE;10/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Recargas;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Diego Morales;Diana Duque;1;863;521
56;6;;RV: Recargas Campañas Movil Contacto Noviembre 2027;2024-12-06 00:00:00;INDURREF;;CLARO PORTABILIDAD ORIENTE;Recargas;2024;11;15;5000;75000;;;RECARGAS - INDUREFF - NOVIEMBRE;10/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Recargas;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;;Calle 80;898;526
57;7;;"RV: 901350658;DIGITAL INTERACTIONS S.A.S;FE20038;01;DIGITAL INTERACTIONS S.A.S;";2024-12-10 00:00:00;HIBOT;AURORA_VEGA;TUYA - COBRANZA ITAGÜI;WHATSAPPWEB;2024;11;1;2347121;2347121;;;LICENCIAS - HIBOT -NOVIEMBRE;10/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;WHATSAPPWEB;;;;;;;;136;23201
58;7;;"RV: 901350658;DIGITAL INTERACTIONS S.A.S;FE20038;01;DIGITAL INTERACTIONS S.A.S;";2024-12-10 00:00:00;HIBOT;PEDRO_FRANCO;CLARO - MOVIL VENTAS ITAGÜI - CS;WHATSAPPWEB;2024;11;1;631613;631613;;;LICENCIAS - HIBOT -NOVIEMBRE;10/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;WHATSAPPWEB;;;;;;;;182;20206
59;7;;"RV: 901350658;DIGITAL INTERACTIONS S.A.S;FE20038;01;DIGITAL INTERACTIONS S.A.S;";2024-12-10 00:00:00;HIBOT;PEDRO_FRANCO;PROGRESER-ITAGUI;WHATSAPPWEB;2024;11;1;474417;474417;;;LICENCIAS - HIBOT -NOVIEMBRE;10/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;WHATSAPPWEB;COS;BOGOTA;Felipe Santrich;;Hellen Moreno;;1;323;514
60;7;;"RV: 901350658;DIGITAL INTERACTIONS S.A.S;FE20038;01;DIGITAL INTERACTIONS S.A.S;";2024-12-10 00:00:00;HIBOT;AURORA_VEGA;CARTERAS PROPIAS - ITAGÜI;WHATSAPPWEB;2024;11;1;2131861;2131861;;;LICENCIAS - HIBOT -NOVIEMBRE;10/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;WHATSAPPWEB;;;;;;;;856;20823
61;8;;RV: CONFIRMACION CONSUMO LICENCIAS ADMINFO NOVIEMBRE 2024/DICIEMBRE 2024;2024-12-05 00:00:00;SOLATI;Gerencia_Medellin;TUYA - COBRANZA ITAGÜI;Licencias Adminfo;2024;11;36;106256;3825216;;;LICENCIAS - SOLATI - NOVIEMBRE;5/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;Licencias;;;;;;;;136;23201
62;9;;RV: Solicitud Ordenes de Compra - Diciembre;2024-12-02 00:00:00;HERRAMIENTAS MOVILES;JUAN_APONTE_2;CAMPAÑAS MASIVAS;"INSTANCIA PRIVADA SOFTWARE-VALOR
MENSUAL SERV AWS";2024;11;11;75748;833228;;;INSTANCIA PRIVADA - HERRAMIENTAS MÓVILES - SEPTIEMBRE;3/12/2024 0:00;BASE_NOVIEMBRE - 2024.xlsx;AWS;;;;;;;;100;21001
